GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,COMPLEXITY_TOTAL,BRANCH_RANK,LINE_RANK,CC_RANK,d_Branch,d_Line,d^2_Branch,d^2_Line
Apache Commons Collections,org.apache.commons.collections4.queue,PredicatedQueue,0,39,0,0,2,21,2,14,2,13,16,473,142,121,352,21,123904,441
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Branch ,,,,,,,,,,,,Line,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Sum of d^2,,,,15421627,,,,,,,,Sum of d^2,1558008,,,,,
,,Numerator,,,,92529762,,,,,,,,Numerator,9348048,,,,,
,,,,,,,,,,,,,,,,,,,,
,,n,,,,473,,,,,,,,n,473,,,,,
,,n^3,,,,105823817,,,,,,,,n^3,105823817,,,,,
,,Denominator,,,,105823344,,,,,,,,Denominator,105823344,,,,,
,,,,,,,,,,,,,,,,,,,,
,,r,,,,0.125620506,,,,,,,,r,0.91166365,,,,,
